timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-04-09T00:00:00.000Z";"2024-04-09T23:59:59.999Z";"2024-04-09T00:16:00.000Z";"2024-04-09T17:13:00.000Z";"2781";71632.5026622314;71742.5063235516;68212.9193016207;69139.0158316976;36426900409.13;1360554169765.49;"2024-04-09T23:59:59.999Z"
"2024-04-08T00:00:00.000Z";"2024-04-08T23:59:59.999Z";"2024-04-08T12:13:00.000Z";"2024-04-08T00:36:00.000Z";"2781";69362.5540045166;72715.3596085505;69064.2448983065;71631.3569464587;37261432669.09;1409529731787.86;"2024-04-08T23:59:59.999Z"
"2024-04-07T00:00:00.000Z";"2024-04-07T23:59:59.999Z";"2024-04-07T16:43:00.000Z";"2024-04-07T00:30:00.000Z";"2781";68897.1111298945;70284.4262649904;68851.6300899912;69362.5512776015;21204930368.78;1364795785582.02;"2024-04-07T23:59:59.999Z"
"2024-04-06T00:00:00.000Z";"2024-04-06T23:59:59.999Z";"2024-04-06T23:10:00.000Z";"2024-04-06T02:38:00.000Z";"2781";67840.573581488;69629.6020485463;67491.715235203;68896.1099842787;19967785808.97;1355566990096.02;"2024-04-06T23:59:59.999Z"
"2024-04-05T00:00:00.000Z";"2024-04-05T23:59:59.999Z";"2024-04-05T00:57:00.000Z";"2024-04-05T12:38:00.000Z";"2781";68515.7542604507;68725.7583568213;66011.4794922177;67837.6425319939;33748230055.84;1334713625915.92;"2024-04-05T23:59:59.999Z"
"2024-04-04T00:00:00.000Z";"2024-04-04T23:59:59.999Z";"2024-04-04T18:03:00.000Z";"2024-04-04T04:24:00.000Z";"2781";65975.6966672092;69291.2548057891;65113.7965341332;68508.8418444563;34439527441.54;1347932221575.71;"2024-04-04T23:59:59.999Z"
"2024-04-03T00:00:00.000Z";"2024-04-03T23:59:59.999Z";"2024-04-03T14:30:00.000Z";"2024-04-03T00:39:00.000Z";"2781";65446.671763903;66914.322564305;64559.8999476563;65980.8086503925;34488018367.47;1297904385609.21;"2024-04-03T23:59:59.999Z"
"2024-04-02T00:00:00.000Z";"2024-04-02T23:59:59.999Z";"2024-04-02T00:00:00.000Z";"2024-04-02T13:34:00.000Z";"2781";69705.0243224739;69708.3812579704;64586.5943036175;65446.9742329379;50705240709.24;1287439112104;"2024-04-02T23:59:59.999Z"
"2024-04-01T00:00:00.000Z";"2024-04-01T23:59:59.999Z";"2024-04-01T00:00:00.000Z";"2024-04-01T16:01:00.000Z";"2781";71333.4847168797;71342.0914544441;68110.6960199927;69702.1461134383;34873527352.32;1371141394063.27;"2024-04-01T23:59:59.999Z"
"2024-03-31T00:00:00.000Z";"2024-03-31T23:59:59.999Z";"2024-03-31T23:58:00.000Z";"2024-03-31T00:01:00.000Z";"2781";69647.7790304267;71377.77949815;69624.8686769617;71333.6479258644;20050941372.83;1403108244335.61;"2024-03-31T23:59:59.999Z"
"2024-03-30T00:00:00.000Z";"2024-03-30T23:59:59.999Z";"2024-03-30T05:07:00.000Z";"2024-03-30T23:31:00.000Z";"2781";69893.4442882606;70355.4947898488;69601.0650591163;69645.3057915427;17130241882.57;1369892136469.29;"2024-03-30T23:59:59.999Z"
"2024-03-29T00:00:00.000Z";"2024-03-29T23:59:59.999Z";"2024-03-29T01:41:00.000Z";"2024-03-29T15:41:00.000Z";"2781";70744.7965151497;70913.0957242694;69076.6541876152;69892.8290676804;25230851762.56;1374656364302.31;"2024-03-29T23:59:59.999Z"
"2024-03-28T00:00:00.000Z";"2024-03-28T23:59:59.999Z";"2024-03-28T15:00:00.000Z";"2024-03-28T02:46:00.000Z";"2781";69452.7711054015;71546.0195998392;68895.5052267084;70744.95206404;34374900617.48;1391336144443.54;"2024-03-28T23:59:59.999Z"
"2024-03-27T00:00:00.000Z";"2024-03-27T23:59:59.999Z";"2024-03-27T13:31:00.000Z";"2024-03-27T18:21:00.000Z";"2781";69991.8965149852;71727.6837626186;68381.9258471035;69455.3409809589;40827113309.13;1365860349594.74;"2024-03-27T23:59:59.999Z"
"2024-03-26T00:00:00.000Z";"2024-03-26T23:59:59.999Z";"2024-03-26T07:30:00.000Z";"2024-03-26T14:33:00.000Z";"2781";69931.326350589;71535.7408017335;69335.612905687;69987.8389025111;36010437368.41;1376403313500.46;"2024-03-26T23:59:59.999Z"
"2024-03-25T00:00:00.000Z";"2024-03-25T23:59:59.999Z";"2024-03-25T20:02:00.000Z";"2024-03-25T02:18:00.000Z";"2781";67234.0975756782;71162.5934370206;66414.8322302473;69958.8135820151;42700139522.64;1375150091236.61;"2024-03-25T23:59:59.999Z"
"2024-03-24T00:00:00.000Z";"2024-03-24T23:59:59.999Z";"2024-03-24T23:16:00.000Z";"2024-03-24T04:41:00.000Z";"2781";64070.752131174;67622.7608864492;63825.8533377133;67234.1723529876;27206630673.06;1322058484488.52;"2024-03-24T23:59:59.999Z"
"2024-03-23T00:00:00.000Z";"2024-03-23T23:59:59.999Z";"2024-03-23T17:36:00.000Z";"2024-03-23T03:37:00.000Z";"2781";63802.7219633034;65976.4015374461;63038.4930847102;64062.2023270844;24738964812.32;1259788729090.63;"2024-03-23T23:59:59.999Z"
"2024-03-22T00:00:00.000Z";"2024-03-22T23:59:59.999Z";"2024-03-22T06:11:00.000Z";"2024-03-22T21:41:00.000Z";"2781";65489.9284596836;66623.7492992082;62355.3697078192;63778.7625575478;41401116964.03;1254457600697.83;"2024-03-22T23:59:59.999Z"
"2024-03-21T00:00:00.000Z";"2024-03-21T23:59:59.999Z";"2024-03-21T00:45:00.000Z";"2024-03-21T20:05:00.000Z";"2781";67911.5838668811;68199.9904381971;64580.9167386845;65491.3899253579;44480350564.9;1287574561970.88;"2024-03-21T23:59:59.999Z"
"2024-03-20T00:00:00.000Z";"2024-03-20T23:59:59.999Z";"2024-03-20T22:17:00.000Z";"2024-03-20T05:34:00.000Z";"2781";61930.15489599;68115.2588663162;60807.785959948;67913.6730250434;66792634382.18;1335131959554.81;"2024-03-20T23:59:59.999Z"
"2024-03-19T00:00:00.000Z";"2024-03-19T23:59:59.999Z";"2024-03-19T00:21:00.000Z";"2024-03-19T23:27:00.000Z";"2781";67556.1311558065;68106.9274067598;61536.1802464548;61912.7731524471;74215844794.11;1217479093665.71;"2024-03-19T23:59:59.999Z"
"2024-03-18T00:00:00.000Z";"2024-03-18T23:59:59.999Z";"2024-03-18T05:37:00.000Z";"2024-03-18T17:10:00.000Z";"2781";68371.3072649579;68897.1344141915;66594.2303507649;67548.5915664071;49261579492.09;1328015048454.29;"2024-03-18T23:59:59.999Z"
"2024-03-17T00:00:00.000Z";"2024-03-17T23:59:59.999Z";"2024-03-17T22:41:00.000Z";"2024-03-17T07:23:00.000Z";"2781";65316.3448826515;68845.716235111;64545.3181028634;68390.6228032209;44716864318.25;1343978205472.65;"2024-03-17T23:59:59.999Z"
"2024-03-16T00:00:00.000Z";"2024-03-16T23:59:59.999Z";"2024-03-16T00:24:00.000Z";"2024-03-16T23:19:00.000Z";"2781";69392.4875002576;70046.2739253852;64801.3955477261;65315.1174741194;46842198370.83;1283870289169.9;"2024-03-16T23:59:59.999Z"
"2024-03-15T00:00:00.000Z";"2024-03-15T23:59:59.999Z";"2024-03-15T00:36:00.000Z";"2024-03-15T09:15:00.000Z";"2781";71387.8732028734;72357.1308820082;65630.6940828298;69403.7718321646;78320453975.56;1363928841106.55;"2024-03-15T23:59:59.999Z"
"2024-03-14T00:00:00.000Z";"2024-03-14T23:59:59.999Z";"2024-03-14T07:07:00.000Z";"2024-03-14T19:44:00.000Z";"2781";73079.3733787985;73750.07385038;68563.0227681066;71396.5898919832;59594605698.01;1403092953865.88;"2024-03-14T23:59:59.999Z"
"2024-03-13T00:00:00.000Z";"2024-03-13T23:59:59.999Z";"2024-03-13T08:30:00.000Z";"2024-03-13T00:22:00.000Z";"2781";71482.1170682073;73637.4747859581;71334.092382423;73083.5013282129;48212536929.31;1436271822605.71;"2024-03-13T23:59:59.999Z"
"2024-03-12T00:00:00.000Z";"2024-03-12T23:59:59.999Z";"2024-03-12T14:08:00.000Z";"2024-03-12T17:23:00.000Z";"2781";72125.1216267045;72825.6573705477;68728.8543331391;71481.2915939556;62554434520.34;1404810311680.06;"2024-03-12T23:59:59.999Z"
"2024-03-11T00:00:00.000Z";"2024-03-11T23:59:59.999Z";"2024-03-11T19:19:00.000Z";"2024-03-11T00:53:00.000Z";"2781";69020.5497746578;72850.7135799679;67194.8861518091;72123.9035465021;65716656764.81;1417380747795.66;"2024-03-11T23:59:59.999Z"
"2024-03-10T00:00:00.000Z";"2024-03-10T23:59:59.999Z";"2024-03-10T10:22:00.000Z";"2024-03-10T22:58:00.000Z";"2781";68500.2558542071;70005.1999005997;68239.9803865003;69019.7863638058;35683977531.52;1356284493147.36;"2024-03-10T23:59:59.999Z"
"2024-03-09T00:00:00.000Z";"2024-03-09T23:59:59.999Z";"2024-03-09T07:12:00.000Z";"2024-03-09T02:02:00.000Z";"2781";68299.2597262835;68673.0580341934;68053.1252189707;68498.8813040087;21609650379.03;1346014614977.61;"2024-03-09T23:59:59.999Z"
"2024-03-08T00:00:00.000Z";"2024-03-08T23:59:59.999Z";"2024-03-08T15:32:00.000Z";"2024-03-08T16:13:00.000Z";"2781";66938.093484834;70083.0516244158;66230.4521398548;68300.0956913071;59202881172.24;1341992893970.51;"2024-03-08T23:59:59.999Z"
"2024-03-07T00:00:00.000Z";"2024-03-07T23:59:59.999Z";"2024-03-07T17:26:00.000Z";"2024-03-07T01:11:00.000Z";"2781";66099.7416524941;68029.9186923244;65655.5342002876;66925.4832022114;46989543159.21;1315182056071.44;"2024-03-07T23:59:59.999Z"
"2024-03-06T00:00:00.000Z";"2024-03-06T23:59:59.999Z";"2024-03-06T08:35:00.000Z";"2024-03-06T03:00:00.000Z";"2781";63776.0514257971;67637.9298587807;62848.6715193177;66106.8027872293;68750229073.49;1298635184349.89;"2024-03-06T23:59:59.999Z"
"2024-03-05T00:00:00.000Z";"2024-03-05T23:59:59.999Z";"2024-03-05T15:05:00.000Z";"2024-03-05T19:58:00.000Z";"2781";68341.0577818122;69170.6282056586;59323.9089421326;63801.1975606416;102802940877.32;1252930339355.95;"2024-03-05T23:59:59.999Z"
"2024-03-04T00:00:00.000Z";"2024-03-04T23:59:59.999Z";"2024-03-04T23:14:00.000Z";"2024-03-04T00:50:00.000Z";"2781";63137.0046815427;68537.0293331006;62386.5183529378;68330.4156080938;70670471104.67;1342332633739.21;"2024-03-04T23:59:59.999Z"
"2024-03-03T00:00:00.000Z";"2024-03-03T23:59:59.999Z";"2024-03-03T22:29:00.000Z";"2024-03-03T07:33:00.000Z";"2781";62031.5785228643;63230.2095633987;61435.0234212545;63167.3703575333;26253811449.72;1240856664934.87;"2024-03-03T23:59:59.999Z"
"2024-03-02T00:00:00.000Z";"2024-03-02T23:59:59.999Z";"2024-03-02T00:06:00.000Z";"2024-03-02T14:07:00.000Z";"2781";62431.6524817224;62458.698522363;61657.2887063873;62029.8460575718;23888473684.9;1218449164616.58;"2024-03-02T23:59:59.999Z"
"2024-03-01T00:00:00.000Z";"2024-03-01T23:59:59.999Z";"2024-03-01T20:59:00.000Z";"2024-03-01T03:30:00.000Z";"2781";61168.0624293716;63155.102346449;60802.5263580781;62440.632541801;40186368422.95;1226468270480.94;"2024-03-01T23:59:59.999Z"
"2024-02-29T00:00:00.000Z";"2024-02-29T23:59:59.999Z";"2024-02-29T06:47:00.000Z";"2024-02-29T18:51:00.000Z";"2781";62499.1817682341;63585.6434285071;60498.7304458524;61198.382897303;65496611843.55;1202008882583.53;"2024-02-29T23:59:59.999Z"
"2024-02-28T00:00:00.000Z";"2024-02-28T23:59:59.999Z";"2024-02-28T17:16:00.000Z";"2024-02-28T02:07:00.000Z";"2781";57071.0980532704;63913.1318135774;56738.424203497;62504.7892535158;83239156760.06;1227615937615.29;"2024-02-28T23:59:59.999Z"
"2024-02-27T00:00:00.000Z";"2024-02-27T23:59:59.999Z";"2024-02-27T19:55:00.000Z";"2024-02-27T00:43:00.000Z";"2781";54519.3620670787;57537.8396586629;54484.2001385158;57085.3723068546;49756832031.01;1121125657664.09;"2024-02-27T23:59:59.999Z"
"2024-02-26T00:00:00.000Z";"2024-02-26T23:59:59.999Z";"2024-02-26T20:10:00.000Z";"2024-02-26T09:58:00.000Z";"2781";51730.5397930603;54938.1743804336;50931.0316078668;54522.4015367874;34074411896.32;1070743961954.77;"2024-02-26T23:59:59.999Z"
"2024-02-25T00:00:00.000Z";"2024-02-25T23:59:59.999Z";"2024-02-25T20:27:00.000Z";"2024-02-25T16:47:00.000Z";"2781";51565.2153639478;51950.0272382597;51306.1701727499;51733.2366017007;15413239244.6;1015926591604.23;"2024-02-25T23:59:59.999Z"
"2024-02-24T00:00:00.000Z";"2024-02-24T23:59:59.999Z";"2024-02-24T18:16:00.000Z";"2024-02-24T02:03:00.000Z";"2781";50736.3700672672;51684.1945188496;50585.4458895025;51571.1031123439;15174077878.77;1012689168467.94;"2024-02-24T23:59:59.999Z"
"2024-02-23T00:00:00.000Z";"2024-02-23T23:59:59.999Z";"2024-02-23T01:39:00.000Z";"2024-02-23T23:18:00.000Z";"2781";51283.9045735482;51497.932192527;50561.7758617907;50731.9491908572;21427078269.5;996165857694.38;"2024-02-23T23:59:59.999Z"
"2024-02-22T00:00:00.000Z";"2024-02-22T23:59:59.999Z";"2024-02-22T20:32:00.000Z";"2024-02-22T13:50:00.000Z";"2781";51854.6452196827;52009.6124946062;50926.2933856684;51304.9743566764;25413900610.68;1007369631450.12;"2024-02-22T23:59:59.999Z"
"2024-02-21T00:00:00.000Z";"2024-02-21T23:59:59.999Z";"2024-02-21T00:14:00.000Z";"2024-02-21T19:03:00.000Z";"2781";52273.5357770647;52368.8167437199;50671.7586626541;51839.180531431;28624907019.65;1017814980562.83;"2024-02-21T23:59:59.999Z"
"2024-02-20T00:00:00.000Z";"2024-02-20T23:59:59.999Z";"2024-02-20T13:46:00.000Z";"2024-02-20T17:25:00.000Z";"2781";51777.7285112097;52945.0525658512;50792.3112523534;52284.8735570538;33353758255.74;1026519013526.24;"2024-02-20T23:59:59.999Z"
"2024-02-19T00:00:00.000Z";"2024-02-19T23:59:59.999Z";"2024-02-19T07:31:00.000Z";"2024-02-19T21:43:00.000Z";"2781";52134.8122142975;52483.3255526759;51711.8192277814;51779.1440620507;21362184346.21;1016544621994;"2024-02-19T23:59:59.999Z"
"2024-02-18T00:00:00.000Z";"2024-02-18T23:59:59.999Z";"2024-02-18T23:21:00.000Z";"2024-02-18T02:49:00.000Z";"2781";51661.9701145538;52356.9631646469;51233.7088307033;52122.5454555893;17595377310.88;1023243073518.32;"2024-02-18T23:59:59.999Z"
"2024-02-17T00:00:00.000Z";"2024-02-17T23:59:59.999Z";"2024-02-17T00:02:00.000Z";"2024-02-17T14:49:00.000Z";"2781";52161.6754757898;52191.9140895083;50669.6686753007;51662.9953696527;20009091006.1;1014181383158.99;"2024-02-17T23:59:59.999Z"
"2024-02-16T00:00:00.000Z";"2024-02-16T23:59:59.999Z";"2024-02-16T14:01:00.000Z";"2024-02-16T09:11:00.000Z";"2781";51937.726913942;52537.9702279417;51641.3672186264;52160.2028290199;28180567297.56;1023893671410.46;"2024-02-16T23:59:59.999Z"
"2024-02-15T00:00:00.000Z";"2024-02-15T23:59:59.999Z";"2024-02-15T14:52:00.000Z";"2024-02-15T22:00:00.000Z";"2781";51836.7835750689;52820.0669345775;51371.6274837126;51938.5563164417;38564360532.5;1019499948270.3;"2024-02-15T23:59:59.999Z"
"2024-02-14T00:00:00.000Z";"2024-02-14T23:59:59.999Z";"2024-02-14T14:38:00.000Z";"2024-02-14T04:37:00.000Z";"2781";49733.4447985071;52021.3707787094;49296.8309233025;51826.6959960877;39105608049.68;1017254026224.34;"2024-02-14T23:59:59.999Z"
"2024-02-13T00:00:00.000Z";"2024-02-13T23:59:59.999Z";"2024-02-13T01:37:00.000Z";"2024-02-13T17:13:00.000Z";"2781";49941.3611618475;50358.3920857078;48406.495563553;49742.4409898499;35593051468.37;976299863551.89;"2024-02-13T23:59:59.999Z"
"2024-02-12T00:00:00.000Z";"2024-02-12T23:59:59.999Z";"2024-02-12T21:15:00.000Z";"2024-02-12T10:08:00.000Z";"2781";48296.3851963696;50280.4752743247;47745.760261073;49958.2242190229;34511985804.6;980490999415.43;"2024-02-12T23:59:59.999Z"
"2024-02-11T00:00:00.000Z";"2024-02-11T23:59:59.999Z";"2024-02-11T04:01:00.000Z";"2024-02-11T01:29:00.000Z";"2781";47768.9681304591;48535.9359097846;47617.4053651872;48293.916750573;19315867135.91;947774152969.59;"2024-02-11T23:59:59.999Z"
"2024-02-10T00:00:00.000Z";"2024-02-10T23:59:59.999Z";"2024-02-10T20:48:00.000Z";"2024-02-10T10:54:00.000Z";"2781";47153.5284248774;48146.1704309785;46905.3216858143;47771.2773670997;16398681569.88;937476684153.25;"2024-02-10T23:59:59.999Z"
"2024-02-09T00:00:00.000Z";"2024-02-09T23:59:59.999Z";"2024-02-09T18:25:00.000Z";"2024-02-09T00:50:00.000Z";"2781";45297.3842529508;48152.494627699;45260.8245721867;47147.2003126111;39316770843.67;925184504544.07;"2024-02-09T23:59:59.999Z"
"2024-02-08T00:00:00.000Z";"2024-02-08T23:59:59.999Z";"2024-02-08T20:18:00.000Z";"2024-02-08T00:00:00.000Z";"2781";44332.1256023337;45575.8417211487;44332.1256023337;45301.5666288709;26154524080.46;888921474480.5;"2024-02-08T23:59:59.999Z"
"2024-02-07T00:00:00.000Z";"2024-02-07T23:59:59.999Z";"2024-02-07T21:32:00.000Z";"2024-02-07T03:59:00.000Z";"2781";43090.0212972066;44341.9483326736;42775.9584713438;44318.2244507353;21126587774.95;869585299010.09;"2024-02-07T23:59:59.999Z"
"2024-02-06T00:00:00.000Z";"2024-02-06T23:59:59.999Z";"2024-02-06T16:31:00.000Z";"2024-02-06T01:05:00.000Z";"2781";42657.3910738742;43344.148217751;42529.0214234132;43084.6718635339;16798476725.59;845338495831.28;"2024-02-06T23:59:59.999Z"
"2024-02-05T00:00:00.000Z";"2024-02-05T23:59:59.999Z";"2024-02-05T13:38:00.000Z";"2024-02-05T01:14:00.000Z";"2781";42577.6229811484;43494.2486315872;42264.8172969015;42658.66604833;18715487317.32;836936067591.3;"2024-02-05T23:59:59.999Z"
